update_date,country/region,latitude,longitude,cum_confirmed,cum_dead,cum_recovered,new_confirmed,new_dead,new_recovered
2020-03-04,Greece,39.0742,21.8243,9.0,0.0,0.0,2.0,0.0,0.0
2020-03-04,Hungary,47.1625,19.5033,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-04,India,21.0,78.0,28.0,0.0,3.0,23.0,0.0,0.0
2020-03-04,Indonesia,-0.7893,113.9213,2.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,Iran,32.0,53.0,2922.0,92.0,552.0,586.0,15.0,261.0
2020-03-04,Italy,43.0,12.0,3089.0,107.0,276.0,587.0,28.0,116.0
2020-03-04,Japan,36.0,138.0,331.0,6.0,43.0,38.0,0.0,0.0
2020-03-04,Jordan,31.24,36.51,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,Lebanon,33.8547,35.8623,13.0,0.0,1.0,0.0,0.0,1.0
2020-03-04,Malaysia,2.5,112.5,50.0,0.0,22.0,14.0,0.0,0.0
2020-03-04,Mexico,23.6345,-102.5528,5.0,0.0,1.0,0.0,0.0,0.0
2020-03-04,Morocco,31.7917,-7.0926,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,Nepal,28.1667,84.25,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-04,Netherlands,107.04169999999999,-265.0278,38.0,0.0,0.0,14.0,0.0,0.0
2020-03-04,New Zealand,-40.9006,174.886,3.0,0.0,0.0,2.0,0.0,0.0
2020-03-04,Nigeria,9.082,8.6753,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,North Macedonia,41.6086,21.7453,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,Norway,60.472,8.4689,56.0,0.0,0.0,24.0,0.0,0.0
2020-03-04,Pakistan,30.3753,69.3451,5.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,Philippines,13.0,122.0,3.0,1.0,1.0,0.0,0.0,0.0
2020-03-04,Poland,51.9194,19.1451,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-04,Portugal,39.3999,-8.2245,5.0,0.0,0.0,3.0,0.0,0.0
2020-03-04,Romania,45.9432,24.9668,4.0,0.0,1.0,1.0,0.0,1.0
2020-03-04,Russian Federation,60.0,90.0,3.0,0.0,2.0,0.0,0.0,0.0
2020-03-04,Senegal,14.4974,-14.4524,4.0,0.0,0.0,2.0,0.0,0.0
2020-03-04,Singapore,1.2833,103.8333,110.0,0.0,78.0,0.0,0.0,0.0
2020-03-04,Spain,40.0,-4.0,222.0,2.0,2.0,57.0,1.0,0.0
2020-03-04,Sri Lanka,7.0,81.0,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-04,Sweden,63.0,16.0,35.0,0.0,0.0,14.0,0.0,0.0
2020-03-04,Thailand,15.0,101.0,43.0,1.0,31.0,0.0,0.0,0.0
2020-03-04,Tunisia,34.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-04,Ukraine,48.3794,31.1656,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,United Arab Emirates,24.0,54.0,27.0,0.0,5.0,0.0,0.0,0.0
2020-03-04,United Kingdom,270.0299,-482.92470000000003,86.0,0.0,8.0,35.0,0.0,0.0
2020-03-04,United States,37.0902,-95.7129,149.0,11.0,7.0,31.0,4.0,0.0
2020-03-04,Vietnam,16.0,108.0,16.0,0.0,16.0,0.0,0.0,0.0
2020-03-05,Afghanistan,33.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Algeria,28.0339,1.6596,12.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Argentina,-38.4161,-63.6167,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Australia,,,55.0,2.0,21.0,3.0,0.0,10.0
2020-03-05,Austria,47.5162,14.5501,41.0,0.0,0.0,12.0,0.0,0.0
2020-03-05,Belarus,53.7098,27.9534,6.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Belgium,50.8333,4.0,50.0,0.0,1.0,27.0,0.0,0.0
2020-03-05,Bosnia and Herzegovina,43.9159,17.6791,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-05,Brazil,-14.235,-51.9253,4.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Cambodia,11.55,104.9167,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-05,Canada,,,37.0,0.0,6.0,4.0,0.0,0.0
2020-03-05,Chile,-35.6751,-71.543,4.0,0.0,0.0,3.0,0.0,0.0
2020-03-05,China,,,80537.0,3015.0,52292.0,151.0,32.0,2291.0
2020-03-05,Croatia,45.1,15.2,10.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Czechia,49.8175,15.473,12.0,0.0,0.0,4.0,0.0,0.0
2020-03-05,Denmark,189.8634,-40.014300000000006,11.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Dominican Republic,18.7357,-70.1627,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Ecuador,-1.8312,-78.1834,13.0,0.0,0.0,3.0,0.0,0.0
2020-03-05,Egypt,26.0,30.0,3.0,0.0,1.0,1.0,0.0,0.0
2020-03-05,Estonia,58.5953,25.0136,3.0,0.0,0.0,1.0,0.0,0.0
2020-03-05,Finland,64.0,26.0,12.0,0.0,1.0,6.0,0.0,0.0
2020-03-05,France,91.3624,59.71919999999999,380.0,6.0,12.0,92.0,2.0,0.0
2020-03-05,Georgia,42.3154,43.3569,4.0,0.0,0.0,1.0,0.0,0.0
2020-03-05,Germany,51.0,9.0,482.0,0.0,16.0,220.0,0.0,0.0
2020-03-05,Greece,39.0742,21.8243,31.0,0.0,0.0,22.0,0.0,0.0
2020-03-05,Hungary,47.1625,19.5033,2.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,India,21.0,78.0,30.0,0.0,3.0,2.0,0.0,0.0
2020-03-05,Indonesia,-0.7893,113.9213,2.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Iran,32.0,53.0,3513.0,107.0,739.0,591.0,15.0,187.0
2020-03-05,Italy,43.0,12.0,3858.0,148.0,414.0,769.0,41.0,138.0
2020-03-05,Japan,36.0,138.0,360.0,6.0,43.0,29.0,0.0,0.0
2020-03-05,Jordan,31.24,36.51,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Lebanon,33.8547,35.8623,16.0,0.0,1.0,3.0,0.0,0.0
2020-03-05,Malaysia,2.5,112.5,50.0,0.0,22.0,0.0,0.0,0.0
2020-03-05,Mexico,23.6345,-102.5528,5.0,0.0,1.0,0.0,0.0,0.0
2020-03-05,Morocco,31.7917,-7.0926,2.0,0.0,0.0,1.0,0.0,0.0
2020-03-05,Nepal,28.1667,84.25,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-05,Netherlands,107.04169999999999,-265.0278,82.0,0.0,0.0,44.0,0.0,0.0
2020-03-05,New Zealand,-40.9006,174.886,3.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Nigeria,9.082,8.6753,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,North Macedonia,41.6086,21.7453,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Norway,60.472,8.4689,87.0,0.0,0.0,31.0,0.0,0.0
2020-03-05,Pakistan,30.3753,69.3451,5.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Philippines,13.0,122.0,3.0,1.0,1.0,0.0,0.0,0.0
2020-03-05,Poland,51.9194,19.1451,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Portugal,39.3999,-8.2245,8.0,0.0,0.0,3.0,0.0,0.0
2020-03-05,Romania,45.9432,24.9668,6.0,0.0,1.0,2.0,0.0,0.0
2020-03-05,Russian Federation,60.0,90.0,4.0,0.0,2.0,1.0,0.0,0.0
2020-03-05,Senegal,14.4974,-14.4524,4.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Singapore,1.2833,103.8333,117.0,0.0,78.0,7.0,0.0,0.0
2020-03-05,Slovenia,46.1512,14.9955,2.0,0.0,0.0,2.0,0.0,0.0
2020-03-05,South Africa,-30.5595,22.9375,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-05,Spain,40.0,-4.0,259.0,3.0,2.0,37.0,1.0,0.0
2020-03-05,Sri Lanka,7.0,81.0,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-05,Sweden,63.0,16.0,94.0,0.0,0.0,59.0,0.0,0.0
2020-03-05,Thailand,15.0,101.0,47.0,1.0,31.0,4.0,0.0,0.0
2020-03-05,Tunisia,34.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,Ukraine,48.3794,31.1656,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,United Arab Emirates,24.0,54.0,29.0,0.0,5.0,2.0,0.0,0.0
2020-03-05,United Kingdom,270.0299,-482.92470000000003,116.0,0.0,8.0,30.0,0.0,0.0
2020-03-05,United States,37.0902,-95.7129,217.0,12.0,7.0,68.0,1.0,0.0
2020-03-05,Vietnam,16.0,108.0,16.0,0.0,16.0,0.0,0.0,0.0
2020-03-06,Afghanistan,33.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,Algeria,28.0339,1.6596,17.0,0.0,0.0,5.0,0.0,0.0
2020-03-06,Argentina,-38.4161,-63.6167,2.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Australia,,,60.0,2.0,21.0,5.0,0.0,0.0
2020-03-06,Austria,47.5162,14.5501,55.0,0.0,0.0,14.0,0.0,0.0
2020-03-06,Belarus,53.7098,27.9534,6.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,Belgium,50.8333,4.0,109.0,0.0,1.0,59.0,0.0,0.0
2020-03-06,Bosnia and Herzegovina,43.9159,17.6791,2.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,Brazil,-14.235,-51.9253,13.0,0.0,0.0,9.0,0.0,0.0
2020-03-06,Cambodia,11.55,104.9167,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-06,Cameroon,3.848,11.5021,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Canada,,,49.0,0.0,6.0,12.0,0.0,0.0
2020-03-06,Chile,-35.6751,-71.543,4.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,China,,,80690.0,3044.0,53944.0,153.0,29.0,1652.0
2020-03-06,Colombia,4.5709,-74.2973,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Costa Rica,9.7489,-83.7534,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Croatia,45.1,15.2,11.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Czechia,49.8175,15.473,18.0,0.0,0.0,6.0,0.0,0.0
2020-03-06,Denmark,189.8634,-40.014300000000006,24.0,0.0,1.0,13.0,0.0,1.0
2020-03-06,Dominican Republic,18.7357,-70.1627,2.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Ecuador,-1.8312,-78.1834,13.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,Egypt,26.0,30.0,15.0,0.0,1.0,12.0,0.0,0.0
2020-03-06,Estonia,58.5953,25.0136,10.0,0.0,0.0,7.0,0.0,0.0
2020-03-06,Finland,64.0,26.0,15.0,0.0,1.0,3.0,0.0,0.0
2020-03-06,France,91.3624,59.71919999999999,656.0,9.0,12.0,276.0,3.0,0.0
2020-03-06,Georgia,42.3154,43.3569,4.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,Germany,51.0,9.0,670.0,0.0,17.0,188.0,0.0,1.0
2020-03-06,Greece,39.0742,21.8243,45.0,0.0,0.0,14.0,0.0,0.0
2020-03-06,Hungary,47.1625,19.5033,2.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,India,21.0,78.0,31.0,0.0,3.0,1.0,0.0,0.0
2020-03-06,Indonesia,-0.7893,113.9213,4.0,0.0,0.0,2.0,0.0,0.0
2020-03-06,Iran,32.0,53.0,4747.0,124.0,913.0,1234.0,17.0,174.0
2020-03-06,Italy,43.0,12.0,4636.0,197.0,523.0,778.0,49.0,109.0
2020-03-06,Japan,36.0,138.0,420.0,6.0,46.0,60.0,0.0,3.0
2020-03-06,Jordan,31.24,36.51,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,Lebanon,33.8547,35.8623,22.0,0.0,1.0,6.0,0.0,0.0
2020-03-06,Malaysia,2.5,112.5,83.0,0.0,22.0,33.0,0.0,0.0
2020-03-06,Mexico,23.6345,-102.5528,6.0,0.0,1.0,1.0,0.0,0.0
2020-03-06,Morocco,31.7917,-7.0926,2.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,Nepal,28.1667,84.25,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-06,Netherlands,107.04169999999999,-265.0278,128.0,1.0,0.0,46.0,1.0,0.0
2020-03-06,New Zealand,-40.9006,174.886,4.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Nigeria,9.082,8.6753,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,North Macedonia,41.6086,21.7453,3.0,0.0,0.0,2.0,0.0,0.0
2020-03-06,Norway,60.472,8.4689,108.0,0.0,0.0,21.0,0.0,0.0
2020-03-06,Pakistan,30.3753,69.3451,6.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Peru,-9.19,-75.0152,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Philippines,13.0,122.0,5.0,1.0,1.0,2.0,0.0,0.0
2020-03-06,Poland,51.9194,19.1451,5.0,0.0,0.0,4.0,0.0,0.0
2020-03-06,Portugal,39.3999,-8.2245,13.0,0.0,0.0,5.0,0.0,0.0
2020-03-06,Romania,45.9432,24.9668,9.0,0.0,1.0,3.0,0.0,0.0
2020-03-06,Russian Federation,60.0,90.0,13.0,0.0,2.0,9.0,0.0,0.0
2020-03-06,Senegal,14.4974,-14.4524,4.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,Serbia,44.0165,21.0059,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Singapore,1.2833,103.8333,130.0,0.0,78.0,13.0,0.0,0.0
2020-03-06,Slovenia,46.1512,14.9955,7.0,0.0,0.0,5.0,0.0,0.0
2020-03-06,South Africa,-30.5595,22.9375,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,Spain,40.0,-4.0,400.0,5.0,2.0,141.0,2.0,0.0
2020-03-06,Sri Lanka,7.0,81.0,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-06,Sweden,63.0,16.0,101.0,0.0,0.0,7.0,0.0,0.0
2020-03-06,Thailand,15.0,101.0,48.0,1.0,31.0,1.0,0.0,0.0
2020-03-06,Togo,8.6195,0.8248,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-06,Tunisia,34.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,Ukraine,48.3794,31.1656,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,United Arab Emirates,24.0,54.0,29.0,0.0,5.0,0.0,0.0,0.0
2020-03-06,United Kingdom,270.0299,-482.92470000000003,164.0,1.0,8.0,48.0,1.0,0.0
2020-03-06,United States,37.0902,-95.7129,262.0,14.0,7.0,45.0,2.0,0.0
2020-03-06,Vietnam,16.0,108.0,16.0,0.0,16.0,0.0,0.0,0.0
2020-03-07,Afghanistan,33.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Algeria,28.0339,1.6596,17.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Argentina,-38.4161,-63.6167,8.0,0.0,0.0,6.0,0.0,0.0
2020-03-07,Australia,,,63.0,2.0,21.0,3.0,0.0,0.0
2020-03-07,Austria,47.5162,14.5501,79.0,0.0,0.0,24.0,0.0,0.0
2020-03-07,Belarus,53.7098,27.9534,6.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Belgium,50.8333,4.0,169.0,0.0,1.0,60.0,0.0,0.0
2020-03-07,Bosnia and Herzegovina,43.9159,17.6791,3.0,0.0,0.0,1.0,0.0,0.0
2020-03-07,Brazil,-14.235,-51.9253,13.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Cambodia,11.55,104.9167,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-07,Cameroon,3.848,11.5021,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Canada,,,54.0,0.0,8.0,5.0,0.0,2.0
2020-03-07,Chile,-35.6751,-71.543,4.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,China,,,80770.0,3072.0,55539.0,80.0,28.0,1595.0
2020-03-07,Colombia,4.5709,-74.2973,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Costa Rica,9.7489,-83.7534,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Croatia,45.1,15.2,12.0,0.0,0.0,1.0,0.0,0.0
2020-03-07,Czechia,49.8175,15.473,19.0,0.0,0.0,1.0,0.0,0.0
2020-03-07,Denmark,189.8634,-40.014300000000006,24.0,0.0,1.0,0.0,0.0,0.0
2020-03-07,Dominican Republic,18.7357,-70.1627,2.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Ecuador,-1.8312,-78.1834,13.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Egypt,26.0,30.0,15.0,0.0,1.0,0.0,0.0,0.0
2020-03-07,Estonia,58.5953,25.0136,10.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Finland,64.0,26.0,15.0,0.0,1.0,0.0,0.0,0.0
2020-03-07,France,91.3624,59.71919999999999,959.0,11.0,12.0,303.0,2.0,0.0
2020-03-07,Georgia,42.3154,43.3569,4.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Germany,51.0,9.0,799.0,0.0,18.0,129.0,0.0,1.0
2020-03-07,Greece,39.0742,21.8243,46.0,0.0,0.0,1.0,0.0,0.0
2020-03-07,Hungary,47.1625,19.5033,4.0,0.0,0.0,2.0,0.0,0.0
2020-03-07,India,21.0,78.0,34.0,0.0,3.0,3.0,0.0,0.0
2020-03-07,Indonesia,-0.7893,113.9213,4.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Iran,32.0,53.0,5823.0,145.0,1669.0,1076.0,21.0,756.0
2020-03-07,Italy,43.0,12.0,5883.0,233.0,589.0,1247.0,36.0,66.0
2020-03-07,Japan,36.0,138.0,461.0,6.0,76.0,41.0,0.0,30.0
2020-03-07,Jordan,31.24,36.51,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Lebanon,33.8547,35.8623,22.0,0.0,1.0,0.0,0.0,0.0
2020-03-07,Malaysia,2.5,112.5,93.0,0.0,23.0,10.0,0.0,1.0
2020-03-07,Mexico,23.6345,-102.5528,6.0,0.0,1.0,0.0,0.0,0.0
2020-03-07,Morocco,31.7917,-7.0926,2.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Nepal,28.1667,84.25,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-07,Netherlands,107.04169999999999,-265.0278,188.0,1.0,0.0,60.0,0.0,0.0
2020-03-07,New Zealand,-40.9006,174.886,5.0,0.0,0.0,1.0,0.0,0.0
2020-03-07,Nigeria,9.082,8.6753,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,North Macedonia,41.6086,21.7453,3.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Norway,60.472,8.4689,147.0,0.0,0.0,39.0,0.0,0.0
2020-03-07,Pakistan,30.3753,69.3451,6.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Peru,-9.19,-75.0152,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Philippines,13.0,122.0,6.0,1.0,1.0,1.0,0.0,0.0
2020-03-07,Poland,51.9194,19.1451,5.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Portugal,39.3999,-8.2245,20.0,0.0,0.0,7.0,0.0,0.0
2020-03-07,Romania,45.9432,24.9668,9.0,0.0,3.0,0.0,0.0,2.0
2020-03-07,Russian Federation,60.0,90.0,13.0,0.0,2.0,0.0,0.0,0.0
2020-03-07,Senegal,14.4974,-14.4524,4.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Serbia,44.0165,21.0059,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Singapore,1.2833,103.8333,138.0,0.0,78.0,8.0,0.0,0.0
2020-03-07,Slovenia,46.1512,14.9955,7.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,South Africa,-30.5595,22.9375,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Spain,40.0,-4.0,500.0,10.0,30.0,100.0,5.0,28.0
2020-03-07,Sri Lanka,7.0,81.0,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-07,Sweden,63.0,16.0,161.0,0.0,0.0,60.0,0.0,0.0
2020-03-07,Thailand,15.0,101.0,50.0,1.0,31.0,2.0,0.0,0.0
2020-03-07,Togo,8.6195,0.8248,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Tunisia,34.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,Ukraine,48.3794,31.1656,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,United Arab Emirates,24.0,54.0,45.0,0.0,7.0,16.0,0.0,2.0
2020-03-07,United Kingdom,270.0299,-482.92470000000003,207.0,2.0,18.0,43.0,1.0,10.0
2020-03-07,United States,37.0902,-95.7129,402.0,17.0,7.0,140.0,3.0,0.0
2020-03-07,Vietnam,16.0,108.0,18.0,0.0,16.0,2.0,0.0,0.0
2020-03-08,Afghanistan,33.0,65.0,4.0,0.0,0.0,3.0,0.0,0.0
2020-03-08,Algeria,28.0339,1.6596,19.0,0.0,0.0,2.0,0.0,0.0
2020-03-08,Argentina,-38.4161,-63.6167,12.0,1.0,0.0,4.0,1.0,0.0
2020-03-08,Australia,,,76.0,3.0,21.0,13.0,1.0,0.0
2020-03-08,Austria,47.5162,14.5501,104.0,0.0,0.0,25.0,0.0,0.0
2020-03-08,Bangladesh,23.685,90.3563,3.0,0.0,0.0,3.0,0.0,0.0
2020-03-08,Belarus,53.7098,27.9534,6.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,Belgium,50.8333,4.0,200.0,0.0,1.0,31.0,0.0,0.0
2020-03-08,Bosnia and Herzegovina,43.9159,17.6791,3.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,Brazil,-14.235,-51.9253,20.0,0.0,0.0,7.0,0.0,0.0
2020-03-08,Bulgaria,42.7339,25.4858,4.0,0.0,0.0,4.0,0.0,0.0
2020-03-08,Cambodia,11.55,104.9167,2.0,0.0,1.0,1.0,0.0,0.0
2020-03-08,Cameroon,3.848,11.5021,2.0,0.0,0.0,1.0,0.0,0.0
2020-03-08,Canada,,,64.0,0.0,8.0,10.0,0.0,0.0
2020-03-08,Chile,-35.6751,-71.543,8.0,0.0,0.0,4.0,0.0,0.0
2020-03-08,China,,,80823.0,3100.0,57388.0,53.0,28.0,1849.0
2020-03-08,Colombia,4.5709,-74.2973,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,Costa Rica,9.7489,-83.7534,5.0,0.0,0.0,4.0,0.0,0.0
2020-03-08,Croatia,45.1,15.2,12.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,Czechia,49.8175,15.473,31.0,0.0,0.0,12.0,0.0,0.0
2020-03-08,Denmark,189.8634,-40.014300000000006,37.0,0.0,1.0,13.0,0.0,0.0
2020-03-08,Dominican Republic,18.7357,-70.1627,5.0,0.0,0.0,3.0,0.0,0.0
2020-03-08,Ecuador,-1.8312,-78.1834,14.0,0.0,0.0,1.0,0.0,0.0
2020-03-08,Egypt,26.0,30.0,49.0,1.0,1.0,34.0,1.0,0.0
2020-03-08,Estonia,58.5953,25.0136,10.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,Finland,64.0,26.0,23.0,0.0,1.0,8.0,0.0,0.0
2020-03-08,France,91.3624,59.71919999999999,1136.0,19.0,12.0,177.0,8.0,0.0
2020-03-08,Georgia,42.3154,43.3569,13.0,0.0,0.0,9.0,0.0,0.0
2020-03-08,Germany,51.0,9.0,1040.0,0.0,18.0,241.0,0.0,0.0
2020-03-08,Greece,39.0742,21.8243,73.0,0.0,0.0,27.0,0.0,0.0
2020-03-08,Hungary,47.1625,19.5033,7.0,0.0,0.0,3.0,0.0,0.0
2020-03-08,India,21.0,78.0,39.0,0.0,3.0,5.0,0.0,0.0
2020-03-08,Indonesia,-0.7893,113.9213,6.0,0.0,0.0,2.0,0.0,0.0
2020-03-08,Iran,32.0,53.0,6566.0,194.0,2134.0,743.0,49.0,465.0
2020-03-08,Italy,43.0,12.0,7375.0,366.0,622.0,1492.0,133.0,33.0
2020-03-08,Japan,36.0,138.0,502.0,6.0,76.0,41.0,0.0,0.0
2020-03-08,Jordan,31.24,36.51,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,Lebanon,33.8547,35.8623,32.0,0.0,1.0,10.0,0.0,0.0
2020-03-08,Malaysia,2.5,112.5,99.0,0.0,24.0,6.0,0.0,1.0
2020-03-08,Mexico,23.6345,-102.5528,7.0,0.0,1.0,1.0,0.0,0.0
2020-03-08,Morocco,31.7917,-7.0926,2.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,Nepal,28.1667,84.25,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-08,Netherlands,107.04169999999999,-265.0278,265.0,3.0,0.0,77.0,2.0,0.0
2020-03-08,New Zealand,-40.9006,174.886,5.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,Nigeria,9.082,8.6753,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,North Macedonia,41.6086,21.7453,3.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,Norway,60.472,8.4689,176.0,0.0,0.0,29.0,0.0,0.0
2020-03-08,Pakistan,30.3753,69.3451,6.0,0.0,1.0,0.0,0.0,1.0
2020-03-08,Peru,-9.19,-75.0152,6.0,0.0,0.0,5.0,0.0,0.0
2020-03-08,Philippines,13.0,122.0,10.0,1.0,1.0,4.0,0.0,0.0
2020-03-08,Poland,51.9194,19.1451,11.0,0.0,0.0,6.0,0.0,0.0
2020-03-08,Portugal,39.3999,-8.2245,30.0,0.0,0.0,10.0,0.0,0.0
2020-03-08,Romania,45.9432,24.9668,15.0,0.0,3.0,6.0,0.0,0.0
2020-03-08,Russian Federation,60.0,90.0,17.0,0.0,3.0,4.0,0.0,1.0
2020-03-08,Senegal,14.4974,-14.4524,4.0,0.0,1.0,0.0,0.0,1.0
2020-03-08,Serbia,44.0165,21.0059,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,Singapore,1.2833,103.8333,150.0,0.0,78.0,12.0,0.0,0.0
2020-03-08,Slovenia,46.1512,14.9955,16.0,0.0,0.0,9.0,0.0,0.0
2020-03-08,South Africa,-30.5595,22.9375,3.0,0.0,0.0,2.0,0.0,0.0
2020-03-08,Spain,40.0,-4.0,673.0,17.0,30.0,173.0,7.0,0.0
2020-03-08,Sri Lanka,7.0,81.0,1.0,0.0,1.0,0.0,0.0,0.0
2020-03-08,Sweden,63.0,16.0,203.0,0.0,0.0,42.0,0.0,0.0
2020-03-08,Thailand,15.0,101.0,50.0,1.0,31.0,0.0,0.0,0.0
2020-03-08,Togo,8.6195,0.8248,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,Tunisia,34.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0
2020-03-08,Ukraine,48.3794,31.1656,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,United Arab Emirates,24.0,54.0,45.0,0.0,7.0,0.0,0.0,0.0
2020-03-08,United Kingdom,270.0299,-482.92470000000003,274.0,2.0,18.0,67.0,0.0,0.0
2020-03-08,United States,37.0902,-95.7129,518.0,21.0,7.0,116.0,4.0,0.0
2020-03-08,Vietnam,16.0,108.0,30.0,0.0,16.0,12.0,0.0,0.0
